feat_MedInc,feat_HouseAge,feat_AveRooms,feat_AveBedrms,feat_Population,feat_AveOccup,feat_Latitude,feat_Longitude,price,Latitude,Longitude,main_MedInc,main_HouseAge,main_AveRooms,main_AveBedrms,main_Population,main_AveOccup,main_Latitude,main_Longitude,joint_00_main_MedInc,joint_01_main_Latitude,joint_02_main_Longitude,joint_03_main_AveOccup,joint_04_main_AveRooms,joint_05_main_HouseAge,joint_06_main_Population,joint_07_main_AveBedrms,joint_08_inter_Latitude×Longitude,joint_09_inter_MedInc×AveOccup,joint_10_inter_HouseAge×AveOccup,joint_11_inter_MedInc×AveRooms,joint_12_inter_MedInc×Longitude,joint_13_inter_MedInc×HouseAge,joint_14_inter_MedInc×Latitude,joint_15_inter_AveOccup×Latitude,joint_16_inter_HouseAge×Latitude,joint_17_inter_AveOccup×Longitude,joint_18_inter_HouseAge×Longitude,joint_19_inter_AveRooms×Latitude,umap_1,umap_2,cluster,cluster_refined,umap_1_refined,umap_2_refined,cluster_two
1.3348,21.0,4.176848874598071,1.0868167202572347,1494.0,4.803858520900322,39.12,-121.6,2.25,39.12,-121.6,-0.6233795,-0.0018076561,-0.12167384,0.024919005,0.0073976833,-0.3700935,-0.7313756,0.5546012,-0.6233795,-0.7313756,0.5546012,-0.3700935,-0.12167384,-0.0018076561,0.0073976833,0.024919005,-0.27950564,0.11093065,0.015540638,0.009633414,0.046968296,0.0070594586,0.047231287,0.22433908,0.024274617,0.05645749,0.008914709,0.015275508,-1.7408447,7.592371,8,8,12.460273,7.4592643,0
5.1681,52.0,6.913419913419913,1.0389610389610389,566.0,2.45021645021645,37.73,-122.48,5.00001,37.73,-122.48,0.31728095,0.092075795,0.17767732,-0.010569604,-0.01677847,0.09106286,-0.38180146,1.1212698,0.31728095,-0.38180146,1.1212698,0.09106286,0.17767732,0.092075795,-0.01677847,-0.010569604,0.02165246,0.11256969,0.006778933,0.055616893,-0.029949605,0.04019195,-0.044958472,-0.0016776919,-0.014641881,0.017064154,0.1116339,0.0013676733,-0.900096,1.7134806,2,10,11.236331,2.6552055,0
5.35,35.0,5.400763358778626,0.9885496183206108,1577.0,3.0095419847328246,34.21,-118.41,2.105,34.21,-118.41,0.41196302,0.032450225,-0.056392837,-0.009690046,0.014050447,-0.09356094,0.42478666,0.115103774,0.41196302,0.42478666,0.115103774,-0.09356094,-0.056392837,0.032450225,0.014050447,-0.009690046,-0.086754255,-0.06375531,-0.02374664,-0.009539027,-0.019163497,-0.0050344723,-0.029261887,-0.0016570538,0.0045725703,0.007695919,0.0028864453,-0.010036603,11.625092,7.032952,1,0,-1.404716,5.4549994,1
8.3634,14.0,7.475778546712803,1.0069204152249136,2025.0,3.5034602076124566,33.71,-117.76,3.551,33.71,-117.76,1.6755444,-0.062472,0.30513296,0.0037055807,0.029691994,-0.2518959,0.5839678,-0.40131685,1.6755444,0.5839678,-0.40131685,-0.2518959,0.30513296,-0.062472,0.029691994,0.0037055807,-0.010975957,0.05977548,0.028621651,-0.103789926,-0.06954098,-0.07711391,-0.05479534,-0.019288197,-0.022155032,0.024703234,0.00772959,0.040954426,8.672918,2.320905,1,0,2.0217047,0.961442,1
5.357,28.0,5.341719077568135,1.059748427672956,2588.0,2.712788259958072,37.3,-122.0,3.552,37.3,-122.0,0.38537455,0.03127103,-0.07607373,0.00095862057,0.03247545,-0.0077148397,-0.13172516,0.5675556,0.38537455,-0.13172516,0.5675556,-0.0077148397,-0.07607373,0.03127103,0.03247545,0.00095862057,0.002946049,0.046625026,-0.008807591,-0.00057009235,-0.0016909838,0.012953632,0.017671078,0.00056217983,0.00039779767,-0.0015023947,0.012709081,0.001688391,0.5120616,4.32428,6,8,11.1078825,3.9551916,0
4.2,35.0,4.372093023255814,0.916279069767442,640.0,2.976744186046512,33.91,-118.32,1.813,33.91,-118.32,0.04675747,0.02625721,-0.12536743,-0.0089439005,-0.015357746,-0.1022425,0.29472956,-0.08585265,0.04675747,0.29472956,-0.08585265,-0.1022425,-0.12536743,0.02625721,-0.015357746,-0.0089439005,-0.020519055,-0.058290295,-0.020750508,-0.018132247,-0.025281735,-0.004922351,0.007873818,-0.011731625,0.01460284,0.0014122315,0.0062444657,-0.01899296,11.820503,7.693665,1,0,-1.9003539,5.638267,1
1.5152,30.0,2.425572519083969,1.0076335877862594,2019.0,3.853053435114504,37.99,-121.29,0.813,37.99,-121.29,-0.58924556,0.04774146,-0.20721075,0.00842344,0.021619951,-0.3021649,-0.48972937,0.51222116,-0.58924556,-0.48972937,0.51222116,-0.3021649,-0.20721075,0.04774146,0.021619951,0.00842344,-0.34460655,0.051101923,-0.0129814,0.19306764,0.041301467,-0.0067719035,0.0027359128,0.060010344,-0.01971218,-0.0109555945,0.0017486513,-0.023965687,0.36211777,7.248663,6,8,12.053255,7.472693,0
6.2048,23.0,7.304843304843305,0.9886039886039886,1043.0,2.971509971509972,37.73,-121.93,2.75,37.73,-121.93,0.7146689,0.011401383,0.26705322,0.0018118876,-0.0077359695,-0.08887725,-0.40663058,0.5573249,0.7146689,-0.40663058,0.5573249,-0.08887725,0.26705322,0.011401383,-0.0077359695,0.0018118876,-0.09189217,0.0070105754,-0.010995094,-0.02972643,-0.007690951,-0.025816098,0.008525342,-0.006539166,0.008285031,-0.009139985,0.008275971,0.003987998,1.4014138,3.4037302,9,7,10.000398,3.786433,0
6.0191,8.0,6.347326732673268,1.0475247524752476,15507.0,3.0706930693069308,34.03,-117.78,2.539,34.03,-117.78,0.6777798,-0.077773824,0.05506836,0.0053806882,0.046192057,-0.14153042,0.3568173,-0.35520294,0.6777798,0.3568173,-0.35520294,-0.14153042,0.05506836,-0.077773824,0.046192057,0.0053806882,0.024564281,-0.031071264,0.042393167,-0.0031981096,-0.06598881,-0.025402393,-0.009858891,0.0073070675,-0.004366532,0.023962483,0.0039414763,0.031577125,8.277641,3.7014875,1,0,0.3615144,2.5358999,1
4.5375,18.0,6.757894736842105,1.0157894736842106,621.0,3.268421052631579,36.72,-119.59,1.306,36.72,-119.59,0.10513511,-0.0425229,0.21956794,-0.0014204597,-0.025386147,-0.23314117,-0.060153127,0.5676625,0.10513511,-0.060153127,0.5676625,-0.23314117,0.21956794,-0.0425229,-0.025386147,-0.0014204597,-0.61763084,-0.02889473,0.037248053,0.018558055,-0.051705983,0.009789949,-0.009045333,0.0008342564,-0.0021423697,-0.011181846,0.008250311,-0.011450827,3.2611187,6.707129,6,4,9.72683,8.877971,0
0.9809,19.0,3.187725631768953,1.1299638989169676,726.0,2.6209386281588447,33.98,-118.28,1.214,33.98,-118.28,-0.66383,-0.017631143,-0.20107612,0.01791092,-0.033769332,0.0032616444,0.29720795,-0.16076705,-0.66383,0.29720795,-0.16076705,0.0032616444,-0.20107612,-0.017631143,-0.033769332,0.01791092,-0.06645788,0.0015742853,0.008399913,0.12089426,-0.0026003495,0.016823377,-0.008680515,0.01314576,0.00754112,0.0049542487,0.0048326254,-0.008937687,8.286722,9.844563,1,0,0.5416749,6.813639,1
3.9,36.0,5.2727272727272725,0.922077922077922,268.0,3.4805194805194803,33.89,-118.25,1.158,33.89,-118.25,-0.06929608,0.016458835,-0.08510322,-0.0044881403,-0.0012083165,-0.2495385,0.34216982,-0.20659739,-0.06929608,0.34216982,-0.20659739,-0.2495385,-0.08510322,0.016458835,-0.0012083165,-0.0044881403,-0.06173668,-0.029076234,-0.026493236,0.01731712,-0.01221399,-0.015276255,0.031140745,-0.027278058,0.0051240325,-0.01049076,0.0007266402,-0.01602827,11.0794735,8.363362,1,0,-1.959733,6.265012,1
2.9844,32.0,5.322033898305085,0.8983050847457628,682.0,2.889830508474576,37.48,-120.96,1.359,37.48,-120.96,-0.2794818,0.043597687,-0.08077574,-0.006427644,-0.03149387,-0.07352767,-0.09466478,0.49667394,-0.2794818,-0.09466478,0.49667394,-0.07352767,-0.08077574,0.043597687,-0.03149387,-0.006427644,-0.36142865,-0.0026910044,-0.011386234,0.008442901,0.020126246,-0.008441279,-0.026295379,-0.019191504,-0.006485969,0.0051608384,0.0009854734,-0.002984643,0.6518169,7.1853285,6,8,12.574064,5.902939,0
4.4375,48.0,5.474725274725275,1.010989010989011,937.0,2.059340659340659,37.9,-122.54,3.7,37.9,-122.54,0.085112765,0.027896695,-0.069043756,0.0011476395,-0.011747854,0.47085738,-0.3578982,1.1116377,0.085112765,-0.3578982,1.1116377,0.47085738,-0.069043756,0.027896695,-0.011747854,0.0011476395,0.13413358,0.061572343,0.025283962,0.031191438,0.037383974,0.034319915,-0.03621827,-0.039952688,-0.009411782,-0.020708382,0.07304078,0.005497366,-0.7353137,3.2230477,2,9,12.276399,2.8599603,0
2.9485,29.0,5.37218045112782,1.0075187969924813,672.0,2.526315789473684,40.92,-124.0,0.988,40.92,-124.0,-0.27209067,0.041470643,-0.07246601,-0.004431952,-0.032680232,0.052121036,-0.85002315,1.1591767,-0.27209067,-0.85002315,1.1591767,0.052121036,-0.07246601,0.041470643,-0.032680232,-0.004431952,-0.45699275,-0.019939862,-0.008368705,0.0019833557,0.024588138,-0.013929787,-0.059135556,-0.015022397,-0.033949614,-0.00232625,0.004904449,0.008711517,-2.4686553,5.964418,-1,5,14.141826,6.3546286,0
2.7321,8.0,5.139386189258312,1.0959079283887467,1959.0,2.5051150895140664,37.81,-121.19,1.75,37.81,-121.19,-0.35188743,-0.07664661,-0.10790844,0.039584316,0.02283354,0.08439855,-0.31773663,0.5349972,-0.35188743,-0.31773663,0.5349972,0.08439855,-0.10790844,-0.07664661,0.02283354,0.039584316,-0.2681499,-0.020426407,0.007914165,-0.009555407,0.016727567,0.031231046,-0.022828907,-5.4508448e-05,0.0064249635,-0.010091916,0.019877046,0.011015803,2.1082792,6.9370804,6,8,9.786118,6.9099455,0
2.0682,40.0,4.635658914728682,1.1395348837209305,1052.0,4.077519379844961,33.88,-117.56,1.13,33.88,-117.56,-0.5255159,0.044797257,-0.12969357,0.038940057,-0.0060231686,-0.33202142,0.40582088,-0.36125547,-0.5255159,0.40582088,-0.36125547,-0.33202142,-0.12969357,0.044797257,-0.0060231686,0.038940057,-0.17560951,0.06248627,-0.018833563,-0.004814863,0.035970837,-0.02521072,0.011003926,-0.022912018,-0.00765042,0.033695757,0.0036113411,-0.010838948,7.0544195,8.27796,1,0,0.19686423,8.521694,1
7.5372,28.0,6.683297180043384,0.9978308026030368,1260.0,2.733188720173536,37.34,-122.04,4.326,37.34,-122.04,1.1852108,0.03407165,0.15295817,-0.012598064,0.00092835445,-0.01615779,-0.16378203,0.57399875,1.1852108,-0.16378203,0.57399875,-0.01615779,0.15295817,0.03407165,0.00092835445,-0.012598064,0.0910534,0.007476868,-0.009545241,0.010763578,0.05063644,0.085659586,0.030461648,4.4126064e-06,0.0036815442,0.008744448,-0.0015987456,0.011582668,0.5799267,2.5280712,4,7,10.0504,3.0619574,0
3.9722,21.0,17.25,3.1944444444444446,309.0,2.145833333333333,39.14,-120.16,1.278,39.14,-120.16,0.05287312,0.030185571,0.46375638,0.028893277,-0.033865057,0.39232588,-0.6396238,0.5222738,0.05287312,-0.6396238,0.5222738,0.39232588,0.46375638,0.030185571,-0.033865057,0.028893277,-0.2478873,0.033340126,0.0069091916,0.0496621,0.0109564215,0.014859197,-0.13617235,-0.10260296,-0.012884676,-0.01700382,-0.00045447052,-0.053549647,-2.9039428,5.840185,-1,2,8.195052,5.3254313,0
4.4125,38.0,6.014285714285714,0.9942857142857144,956.0,2.731428571428572,33.96,-118.12,2.46,33.96,-118.12,0.07428426,0.03176585,0.015275694,0.0073658554,-0.0120579135,0.013978139,0.24446431,-0.1870957,0.07428426,0.24446431,-0.1870957,0.013978139,0.015275694,0.03176585,-0.0120579135,0.0073658554,0.07999954,-0.021722987,-0.022827633,0.018518586,-0.040507793,-0.01926152,0.018992677,0.0019025952,0.005333513,-0.0009956136,0.0054059327,0.015292704,11.780956,5.6951637,1,0,-0.06276889,5.252164,1
6.1968,18.0,6.310880829015544,0.9715025906735753,1303.0,3.3756476683937824,33.88,-118.07,3.447,33.88,-118.07,0.7009053,-0.0463962,0.050150327,-0.014501896,-0.0013713697,-0.22704837,0.33896217,-0.24267909,0.7009053,0.33896217,-0.24267909,-0.22704837,0.050150327,-0.0463962,-0.0013713697,-0.014501896,0.05960826,-0.082992114,0.031856857,-0.017014626,-0.020159699,-0.008102624,0.014033943,-0.0070913434,0.010280967,0.0074024275,0.007956535,0.035468534,8.200658,4.0518966,1,0,-0.12444733,2.6539614,1
5.5161,15.0,8.126016260162602,1.1666666666666667,585.0,2.3780487804878048,39.04,-121.06,3.619,39.04,-121.06,0.3708527,-0.08051258,0.3439461,0.011645462,-0.012415739,0.17664884,-0.7082459,0.50311106,0.3708527,-0.7082459,0.50311106,0.17664884,0.3439461,-0.08051258,-0.012415739,0.011645462,-0.119576275,0.08021163,-0.045013234,0.081974074,-0.0155541,-0.06720147,-0.044718295,-0.029071182,0.06484884,0.0031778067,0.0073188245,-0.028248549,-3.6129694,4.6422815,15,8,9.247242,4.9769154,0
2.5592,37.0,4.733974358974359,1.0288461538461535,888.0,2.8461538461538463,38.52,-121.45,0.703,38.52,-121.45,-0.37600482,0.017295748,-0.14730369,-0.0076438617,-0.010498375,-0.050024487,-0.5831436,0.51687694,-0.37600482,-0.5831436,0.51687694,-0.050024487,-0.14730369,0.017295748,-0.010498375,-0.0076438617,-0.3153809,0.010929648,-0.0111598745,-0.0015538409,0.022249117,-0.01245825,0.034742355,-0.0029863715,-0.025469482,-0.0013309717,-0.00036111474,0.019821912,-2.4949272,8.221055,8,8,12.765121,6.0714583,0
3.3272,35.0,5.073170731707317,0.983739837398374,1054.0,2.856368563685637,36.79,-119.83,0.656,36.79,-119.83,-0.19878337,0.03206702,-0.105990246,-0.017675977,-0.005545944,-0.041857176,-0.101697564,0.29633003,-0.19878337,-0.101697564,0.29633003,-0.041857176,-0.105990246,0.03206702,-0.005545944,-0.017675977,-0.5192095,-0.02481274,-0.01968528,0.014433548,-0.012848429,-0.018299023,-0.029059201,-0.01810497,-0.0047513545,0.0011611208,-0.0015647113,0.0070987046,2.398196,8.186031,6,4,11.147054,9.851204,0
3.8516,37.0,5.492957746478873,0.9683098591549296,763.0,2.686619718309859,34.19,-118.52,2.069,34.19,-118.52,-0.08548935,0.025148973,-0.04087413,-0.008067608,-0.022005135,-0.0043634977,0.41542804,0.13776754,-0.08548935,0.41542804,0.13776754,-0.0043634977,-0.04087413,0.025148973,-0.022005135,-0.008067608,-0.09343769,-0.021872051,-0.019759823,0.026569933,-0.017151784,-0.026757162,0.026143298,0.003902316,0.013375729,0.0093645025,0.0012517609,0.004548013,10.796065,7.372717,1,0,-0.31929645,5.7342234,1
4.8393,36.0,6.248062015503876,1.005167958656331,1138.0,2.940568475452197,33.85,-118.11,2.163,33.85,-118.11,0.18140972,0.014646994,0.030489892,-0.011189303,0.0054786224,-0.081244685,0.39788035,-0.19385974,0.18140972,0.39788035,-0.19385974,-0.081244685,0.030489892,0.014646994,0.0054786224,-0.011189303,0.021551937,-0.041361958,-0.021084547,0.033919245,-0.03315995,-0.0089302845,0.009262294,-0.0036624223,0.005643025,0.0027706549,0.00412333,0.025171995,12.029627,5.6208777,1,0,-0.8185489,4.968017,1
1.0521,40.0,4.451882845188284,1.112970711297071,912.0,3.8158995815899583,37.94,-122.37,0.691,37.94,-122.37,-0.61616445,0.029612482,-0.14779371,0.024061467,-0.0090083685,-0.29505253,-0.4244718,1.045651,-0.61616445,-0.4244718,1.045651,-0.29505253,-0.14779371,0.029612482,-0.0090083685,0.024061467,-0.3336649,0.05783286,-0.010646567,0.0060917065,-0.011242062,-0.019292958,-0.010991693,0.03353238,-0.021806866,-0.041719735,0.010101706,-0.008880436,-1.8035235,7.348995,8,8,12.815372,7.252033,0
3.1857,24.0,4.90249433106576,1.0408163265306123,1468.0,3.328798185941043,37.67,-121.03,0.983,37.67,-121.03,-0.216435,-0.006218455,-0.105015084,-0.0010016942,0.009128516,-0.22721446,-0.3444851,0.5231573,-0.216435,-0.3444851,0.5231573,-0.22721446,-0.105015084,-0.006218455,0.009128516,-0.0010016942,-0.29048562,0.024240665,0.0023963451,0.024722537,0.01839371,-0.0080241505,-0.0036275387,-0.03007412,-0.0029161572,-0.0031462312,0.0030707493,0.0005710423,0.6901786,7.1172442,6,8,12.024339,7.5027537,0
6.3525,18.0,6.332386363636363,0.9829545454545454,1088.0,3.090909090909091,33.04,-117.26,2.783,33.04,-117.26,0.87465674,-0.05418542,0.0746457,-0.01575318,0.009888713,-0.11562217,1.0526624,-0.51108223,0.87465674,1.0526624,-0.51108223,-0.11562217,0.0746457,-0.05418542,0.009888713,-0.01575318,-0.037531227,-0.020451948,0.034193974,-0.014564993,0.011563599,-0.035800327,-0.018204778,-0.0026298761,-0.043853194,0.0028410852,0.016259372,0.02711007,7.5911913,2.0161204,1,0,0.98247194,1.2857802,1
4.7813,21.0,5.248995983935743,0.9477911646586346,586.0,2.353413654618474,37.63,-122.04,2.419,37.63,-122.04,0.18839222,0.01221676,-0.0820515,-0.010003536,-0.0010531023,0.2116413,-0.3598083,0.6304078,0.18839222,-0.3598083,0.6304078,0.2116413,-0.0820515,0.01221676,-0.0010531023,-0.010003536,-0.13789165,0.07964965,0.004621297,-0.0021346398,0.018542677,0.0063311523,-0.0030952394,0.001880914,0.002056986,0.00066938996,0.007101983,-0.0022802353,-0.4208897,4.1184587,6,9,11.967368,3.1240036,0
4.0938,37.0,5.979591836734694,1.046382189239332,1325.0,2.458256029684601,38.13,-122.24,1.269,38.13,-122.24,-0.021530237,0.018781915,0.019973084,0.005790611,-0.0013340367,0.085335836,-0.5710448,0.69120765,-0.021530237,-0.5710448,0.69120765,0.085335836,0.019973084,0.018781915,-0.0013340367,0.005790611,-0.2641988,-0.020975094,-0.010465125,0.024017787,0.034190834,-0.021766828,-0.051814586,0.008272767,-0.028485954,-0.0056089163,0.0014945269,-0.0081885755,-2.086672,5.4635015,16,8,12.033508,5.366497,0
3.0114,16.0,7.847457627118644,1.6016949152542372,238.0,2.016949152542373,33.68,-116.25,3.667,33.68,-116.25,-0.31029817,-0.10198124,0.32307634,0.028659433,-0.01827439,0.46711075,0.67951536,-0.9011892,-0.31029817,0.67951536,-0.9011892,0.46711075,0.32307634,-0.10198124,-0.01827439,0.028659433,-0.19596079,0.010914728,-0.12950055,0.03730601,-0.019857168,0.0671497,0.028585762,0.051092684,-0.025277644,-0.016928017,0.015385509,0.043866098,6.033867,3.7761033,1,0,1.1235552,2.0614007,1
7.7785,13.0,7.96969696969697,1.025974025974026,833.0,3.606060606060606,34.25,-118.78,4.047,34.25,-118.78,1.3387339,-0.056724217,0.36217564,0.004725864,-0.017845131,-0.23885833,0.35251608,0.06967546,1.3387339,0.35251608,0.06967546,-0.23885833,0.36217564,-0.056724217,-0.017845131,0.004725864,-0.032664996,0.04092673,0.025387652,-0.045403525,-0.07406288,-0.082107164,-0.012222648,-0.010215312,-0.011340007,-0.0024975725,-0.0013700835,0.081691,9.065837,2.8007152,1,0,2.1295047,1.3175915,1
3.75,41.0,4.329545454545454,0.8352272727272727,817.0,4.642045454545454,34.05,-118.18,1.231,34.05,-118.18,-0.09444446,0.048854038,-0.10986115,0.012545239,-0.018914238,-0.3128649,0.6041973,-0.20834729,-0.09444446,0.6041973,-0.20834729,-0.3128649,-0.10986115,0.048854038,-0.018914238,0.012545239,9.283423e-06,-0.046196625,-0.025581926,0.0028539672,-0.011842914,-0.028146252,0.027472943,-0.072139814,0.013680279,-0.014471427,0.0037228167,-0.025849134,11.019781,8.768437,1,0,-1.2623883,6.2205796,1
4.064,34.0,4.852216748768473,1.1724137931034482,1269.0,3.125615763546798,34.08,-117.94,2.012,34.08,-117.94,0.0051878653,0.05298787,-0.07929081,0.03359586,0.0038245707,-0.12775296,0.59249336,-0.27965543,0.0051878653,0.59249336,-0.27965543,-0.12775296,-0.07929081,0.05298787,0.0038245707,0.03359586,-0.08087452,-0.04522536,-0.02385991,0.01879995,-0.033708334,-0.0072489604,0.011871859,-0.0034409165,0.0017932057,0.0102598965,-0.0004402846,-0.01033783,10.634442,7.6669817,1,0,-0.06762977,6.5889874,1
6.6264,25.0,7.226993865030675,1.012269938650307,937.0,2.874233128834356,33.78,-118.05,3.591,33.78,-118.05,1.0316371,0.0053021796,0.23669127,0.0052519245,-0.015039343,-0.039591797,0.41738296,-0.24310653,1.0316371,0.41738296,-0.24310653,-0.039591797,0.23669127,0.0053021796,-0.015039343,0.0052519245,0.05379784,-0.011743306,-0.011058455,-0.050690383,-0.029058442,-0.05354627,-0.016791478,-0.0019716024,0.01567866,0.008811764,-0.0020127594,0.04606363,9.249175,2.8144703,1,0,2.2264185,1.8283569,1
3.6667,40.0,4.299003322259137,1.0232558139534884,1177.0,3.910299003322259,37.66,-122.41,2.188,37.66,-122.41,-0.1003599,0.044149805,-0.12743953,-0.005248206,0.004620091,-0.2980482,-0.38812587,1.0586619,-0.1003599,-0.38812587,1.0586619,-0.2980482,-0.12743953,0.044149805,0.004620091,-0.005248206,0.0142220855,-0.03026922,-0.026587605,0.01580076,0.04890573,-0.021108638,0.015876904,0.012843519,-0.013944745,-0.022138178,0.01113683,0.004847273,-1.6039126,3.2066472,2,8,12.056109,4.100432,0
2.6964,33.0,6.16060606060606,1.1363636363636365,914.0,2.769696969696969,39.16,-121.57,0.685,39.16,-121.57,-0.36231962,0.040431008,0.05016879,0.03648331,-0.011541767,-0.015830677,-0.6611998,0.59389555,-0.36231962,-0.6611998,0.59389555,-0.015830677,0.05016879,0.040431008,-0.011541767,0.03648331,-0.35540554,0.0117426785,-0.008092095,-0.004732214,0.020289928,-0.010545372,0.0030956268,-0.017431915,-0.027061045,-0.0062687546,0.0037450045,-0.0073364973,-2.7971976,6.950081,-1,8,12.295776,6.324467,0
3.9219,37.0,4.024024024024024,0.975975975975976,928.0,2.7867867867867866,34.12,-118.0,1.75,34.12,-118.0,-0.02826652,0.025268055,-0.1269501,-0.015985994,-0.010235991,-0.011888381,0.55534923,-0.2567776,-0.02826652,0.55534923,-0.2567776,-0.011888381,-0.1269501,0.025268055,-0.010235991,-0.015985994,-0.046498075,-0.013161941,-0.02307548,-0.0025514811,-0.027629077,-0.018436251,0.017487377,0.0113348365,0.017296284,0.003386274,0.00055268407,-0.035410523,10.643708,7.1398096,1,0,-0.29438877,5.866852,1
1.7395,19.0,2.934560327198364,1.043967280163599,3325.0,3.3997955010224947,34.06,-118.24,1.625,34.06,-118.24,-0.56493115,-0.017398562,-0.16672081,0.00515049,0.044176485,-0.2176589,0.62755793,-0.19345829,-0.56493115,0.62755793,-0.19345829,-0.2176589,-0.16672081,-0.017398562,0.044176485,0.00515049,-0.028137334,0.036280043,0.020182095,0.1478076,-0.0068675354,0.012414073,0.023709089,-0.0037125647,-0.007937342,0.00545609,0.0025229454,0.0017533004,7.9973907,10.054456,1,0,-0.40451908,9.718322,1
4.625,49.0,5.478927203065134,1.057471264367816,1178.0,2.256704980842912,37.98,-122.57,3.55,37.98,-122.57,0.146198,0.038171075,-0.06918521,-0.004917167,-0.002040586,0.30686638,-0.52084434,1.0627997,0.146198,-0.52084434,1.0627997,0.30686638,-0.06918521,0.038171075,-0.002040586,-0.004917167,0.04360205,0.06270352,-0.0055079907,0.02404849,0.03323096,0.026720513,-0.04518509,-0.095440865,-0.023385882,0.008583486,0.08533317,-0.0035149753,-2.7832267,6.1447463,13,9,12.161961,3.0689917,0
3.3462,32.0,5.715672676837725,1.0471567267683772,2590.0,3.592233009708738,35.37,-118.91,0.676,35.37,-118.91,-0.17741376,0.047224414,0.015110582,0.0055410005,0.028134443,-0.24889113,0.22026053,0.12231633,-0.17741376,0.22026053,0.12231633,-0.24889113,0.015110582,0.047224414,0.028134443,0.0055410005,-0.5453786,-0.0011229664,-0.018828586,0.020658858,-0.02389735,-0.011963417,0.0069235265,-0.009980395,0.0003516674,0.013043404,-0.0053302348,-0.009822711,3.0322373,7.818895,6,4,10.940796,9.321407,0
1.6389,44.0,4.43859649122807,0.9473684210526316,1296.0,3.2481203007518795,33.95,-118.26,0.967,33.95,-118.26,-0.5935321,0.037356384,-0.14691702,-0.009705981,-0.0039277943,-0.22257657,0.28032255,-0.18724054,-0.5935321,0.28032255,-0.18724054,-0.22257657,-0.14691702,0.037356384,-0.0039277943,-0.009705981,-0.06936633,0.060237993,-0.014139175,0.003650941,-0.0079380125,-0.03825923,-0.003463909,-0.0044044703,-0.030149393,-0.0007233918,-0.00073441863,-0.0064887702,11.164019,10.510636,1,0,-1.7027192,8.968659,1
3.6619,17.0,4.885875706214689,0.9649717514124294,1656.0,1.871186440677966,37.4,-122.0,2.324,37.4,-122.0,-0.059118718,-0.013305105,-0.1000473,0.007385928,0.01947605,0.60799944,-0.10831544,0.58212453,-0.059118718,-0.10831544,0.58212453,0.60799944,-0.1000473,-0.013305105,0.01947605,0.007385928,-0.029663444,0.02488789,-0.18081425,0.01416076,0.02273047,-0.05782453,-0.00086868554,0.008549929,-0.017214261,-0.013042301,0.019967616,0.0022739246,4.252648,4.5555205,1,9,12.492065,3.2102969,0
6.5948,23.0,6.673622704507513,1.0467445742904842,3484.0,2.908180300500834,37.57,-122.26,4.04,37.57,-122.26,0.99980414,0.0065538064,0.14767213,0.004017178,0.05704941,-0.082708724,-0.1909383,0.74615437,0.99980414,-0.1909383,0.74615437,-0.082708724,0.14767213,0.0065538064,0.05704941,0.004017178,0.09773031,0.017083,-0.009845544,0.0012774989,0.033356458,-0.046950825,0.008853678,-0.002893053,-0.010286942,-0.0054743886,0.013911486,0.015090186,1.3492916,3.6189241,9,7,9.954925,3.7517285,0
3.6587,32.0,5.524038461538462,0.8990384615384616,499.0,2.3990384615384617,39.16,-123.22,1.546,39.16,-123.22,-0.0990978,0.040381536,-0.039702542,-0.008662431,-0.033894688,0.17165574,-0.6201144,1.1312423,-0.0990978,-0.6201144,1.1312423,0.17165574,-0.039702542,0.040381536,-0.033894688,-0.008662431,-0.49159008,-0.01951009,-0.0022804923,0.026906602,0.008977205,-0.012135512,-0.11935425,-0.055695176,-0.024733782,0.00909853,0.010983527,-0.0071702003,-2.7199323,6.0601077,13,5,14.18072,6.288549,0
3.5156,31.0,6.019950124688279,1.0673316708229426,1005.0,2.506234413965087,40.85,-124.05,1.43,40.85,-124.05,-0.15607885,0.050911095,0.04286333,0.008371504,-0.011710232,0.07781548,-0.8375339,1.1580812,-0.15607885,-0.8375339,1.1580812,0.07781548,0.04286333,0.050911095,-0.011710232,0.008371504,-0.47289377,-0.037067242,-0.010250477,0.025449198,0.019347697,-0.014924461,-0.12221503,-0.009859562,-0.036423802,0.0015715957,0.0063475072,-0.033542812,-2.7057447,5.7104278,15,5,14.199152,6.4001427,0
3.1642,24.0,3.2353966870095903,1.0392327811682651,1764.0,1.5379250217959894,34.03,-118.41,3.667,34.03,-118.41,-0.25423613,0.0087386,-0.16106586,-0.000616258,0.029059771,0.51460254,0.37282866,0.08593336,-0.25423613,0.37282866,0.08593336,0.51460254,-0.16106586,0.0087386,0.029059771,-0.000616258,0.27963477,-0.06834856,-0.08388615,-0.056778613,0.04201682,-0.053712696,0.051072836,0.055834234,0.012583762,0.08005254,0.006795779,-0.018348604,9.211156,5.288384,1,0,2.2267175,5.7728167,1
5.3649,32.0,6.399239543726236,1.038022813688213,719.0,2.7338403041825097,33.88,-117.92,2.436,33.88,-117.92,0.4048308,0.04225845,0.079082206,-0.0007213149,-0.028708685,0.008765016,0.3752433,-0.31293088,0.4048308,0.3752433,-0.31293088,0.008765016,0.079082206,0.04225845,-0.028708685,-0.0007213149,0.025432125,0.033738196,-0.012287911,0.026351135,-0.045952678,0.005756568,-0.0058240145,0.0026824921,0.017339155,-0.01120463,0.00051371753,0.028971925,11.537692,5.235481,1,0,2.1707244,2.8901777,1
